SCN,BU,SBU,GRPPC3,PC,GOP,PTF,value
HYPO34,MARK,CTY,Automotive,StableEarnings,LatinAmerica,FixedIncomeSecurities,66
HYPO34,MARK,FIC,Infrastructure,NicheProducts,Europe,GreenEnergy,66
HYPO34,MARK,FIC,Telecommunications,CashCow,NorthAmerica,FixedIncomeSecurities,49
HYPO34,MARK,MGT,ConsumerTech,MarketLeader,Europe,EquityDerivatives,23
HYPO34,MARK,CTY,Automotive,MarketLeader,R&DInvestments,CommoditiesTrading,73
HYPO34,MARK,MGT,Telecommunications,StableEarnings,Africa,Biotechnology,94
HYPO34,MARK,FIC,EnergyUtilities,HighGrowth,NorthAmerica,VentureCapital,44
HYPO34,MARK,EQD,IndustrialGoods,MarketLeader,LatinAmerica,PrivateEquity,67
HYPO34,MARK,EQD,MediaEntertainment,LowRisk,DigitalTransformation,FixedIncomeSecurities,88
HYPO34,MARK,FIC,FinancialServices,HighRisk,R&DInvestments,PrivateEquity,2
HYPO34,MARK,CTY,Telecommunications,HighRisk,MiddleEast,EquityDerivatives,23
HYPO34,MARK,FIC,ConsumerTech,InnovationDriven,Europe,RealEstateInvestments,60
HYPO34,MARK,FIC,Telecommunications,EmergingMarkets,R&DInvestments,PrivateEquity,39
HYPO34,MARK,CTY,EnergyUtilities,MarketLeader,AsiaPacific,RealEstateInvestments,69
HYPO34,MARK,FIC,Automotive,LegacyProducts,SustainabilityInitiatives,PrivateEquity,7
HYPO34,MARK,CTY,IndustrialGoods,EmergingMarkets,GlobalExports,PrivateEquity,41
HYPO34,MARK,MGT,ConsumerTech,HighGrowth,AsiaPacific,GreenEnergy,5
HYPO34,MARK,MGT,HealthcareSolutions,MarketLeader,AsiaPacific,PrivateEquity,75
HYPO34,MARK,EQD,Telecommunications,LegacyProducts,LatinAmerica,CommoditiesTrading,51
HYPO34,MARK,FIC,EnergyUtilities,LowRisk,LatinAmerica,CommoditiesTrading,57
HYPO34,MARK,MGT,HealthcareSolutions,LegacyProducts,LatinAmerica,EquityDerivatives,31
HYPO34,MARK,EQD,HealthcareSolutions,StableEarnings,AsiaPacific,AIandRobotics,69
HYPO34,MARK,CTY,IndustrialGoods,LegacyProducts,NorthAmerica,GreenEnergy,50
HYPO34,MARK,CTY,Automotive,EmergingMarkets,GlobalExports,EquityDerivatives,51
HYPO34,MARK,FIC,IndustrialGoods,EmergingMarkets,NorthAmerica,CommoditiesTrading,95
HYPO34,MARK,CTY,ConsumerTech,LowRisk,DigitalTransformation,FixedIncomeSecurities,77
HYPO34,MARK,CTY,Telecommunications,EmergingMarkets,SustainabilityInitiatives,ConsumerRetail,33
HYPO34,MARK,MGT,ConsumerTech,HighRisk,NorthAmerica,GreenEnergy,85
HYPO34,MARK,FIC,ConsumerTech,InnovationDriven,Africa,AIandRobotics,30
HYPO34,MARK,CTY,FinancialServices,LowRisk,MiddleEast,EquityDerivatives,74
HYPO34,MARK,CTY,Infrastructure,NicheProducts,MiddleEast,EquityDerivatives,28
HYPO34,MARK,MGT,Telecommunications,LowRisk,Africa,AIandRobotics,15
HYPO34,MARK,MGT,Automotive,InnovationDriven,SustainabilityInitiatives,GreenEnergy,54
HYPO34,MARK,CTY,EnergyUtilities,StableEarnings,MiddleEast,RealEstateInvestments,88
HYPO34,MARK,EQD,FinancialServices,InnovationDriven,Europe,FixedIncomeSecurities,84
HYPO34,MARK,FIC,Automotive,LegacyProducts,SustainabilityInitiatives,CommoditiesTrading,63
HYPO34,MARK,EQD,EnergyUtilities,LowRisk,R&DInvestments,FixedIncomeSecurities,88
HYPO34,MARK,EQD,Infrastructure,MarketLeader,LatinAmerica,GreenEnergy,64
HYPO34,MARK,MGT,EnergyUtilities,InnovationDriven,Africa,PrivateEquity,10
HYPO34,MARK,EQD,Telecommunications,HighGrowth,R&DInvestments,ConsumerRetail,8
HYPO34,MARK,EQD,HealthcareSolutions,NicheProducts,SustainabilityInitiatives,CommoditiesTrading,94
HYPO34,MARK,FIC,EnergyUtilities,LowRisk,Europe,ConsumerRetail,25
HYPO34,MARK,CTY,Automotive,LegacyProducts,AsiaPacific,RealEstateInvestments,96
HYPO34,MARK,EQD,IndustrialGoods,EmergingMarkets,R&DInvestments,AIandRobotics,73
HYPO34,MARK,EQD,Automotive,HighGrowth,Europe,AIandRobotics,39
HYPO34,MARK,MGT,Automotive,MarketLeader,GlobalExports,Biotechnology,2
HYPO34,MARK,EQD,Infrastructure,NicheProducts,LatinAmerica,CommoditiesTrading,90
HYPO34,MARK,MGT,ConsumerTech,HighRisk,NorthAmerica,RealEstateInvestments,93
HYPO34,MARK,FIC,EnergyUtilities,EmergingMarkets,LatinAmerica,EquityDerivatives,28
HYPO34,MARK,MGT,Infrastructure,InnovationDriven,GlobalExports,RealEstateInvestments,26
HYPO34,MARK,EQD,HealthcareSolutions,NicheProducts,Africa,VentureCapital,71
HYPO34,MARK,MGT,Pharmaceuticals,CashCow,GlobalExports,FixedIncomeSecurities,85
HYPO34,MARK,FIC,ConsumerTech,NicheProducts,R&DInvestments,Biotechnology,92
HYPO34,MARK,EQD,Infrastructure,LowRisk,SustainabilityInitiatives,PrivateEquity,48
HYPO34,MARK,MGT,Infrastructure,InnovationDriven,SustainabilityInitiatives,CommoditiesTrading,87
HYPO34,MARK,MGT,FinancialServices,MarketLeader,SustainabilityInitiatives,FixedIncomeSecurities,28
HYPO34,MARK,CTY,Pharmaceuticals,StableEarnings,GlobalExports,PrivateEquity,10
HYPO34,MARK,CTY,Pharmaceuticals,InnovationDriven,R&DInvestments,AIandRobotics,7
HYPO34,MARK,FIC,Infrastructure,StableEarnings,Africa,ConsumerRetail,58
HYPO34,MARK,EQD,ConsumerTech,MarketLeader,Africa,ConsumerRetail,31
HYPO34,MARK,EQD,ConsumerTech,InnovationDriven,Europe,CommoditiesTrading,97
HYPO34,MARK,MGT,HealthcareSolutions,MarketLeader,LatinAmerica,EquityDerivatives,69
HYPO34,MARK,FIC,HealthcareSolutions,InnovationDriven,MiddleEast,ConsumerRetail,7
HYPO34,MARK,CTY,IndustrialGoods,InnovationDriven,GlobalExports,RealEstateInvestments,78
HYPO34,MARK,EQD,HealthcareSolutions,LowRisk,GlobalExports,PrivateEquity,84
HYPO34,MARK,MGT,FinancialServices,NicheProducts,Africa,EquityDerivatives,70
HYPO34,MARK,FIC,FinancialServices,LegacyProducts,GlobalExports,GreenEnergy,26
HYPO34,MARK,MGT,Automotive,EmergingMarkets,GlobalExports,EquityDerivatives,3
HYPO34,MARK,MGT,Telecommunications,InnovationDriven,MiddleEast,VentureCapital,67
HYPO34,MARK,EQD,Automotive,StableEarnings,SustainabilityInitiatives,RealEstateInvestments,49
HYPO34,MARK,MGT,Telecommunications,LegacyProducts,LatinAmerica,ConsumerRetail,58
HYPO34,MARK,MGT,HealthcareSolutions,CashCow,NorthAmerica,Biotechnology,16
HYPO34,MARK,EQD,FinancialServices,LegacyProducts,GlobalExports,Biotechnology,92
HYPO34,MARK,FIC,EnergyUtilities,CashCow,Africa,ConsumerRetail,23
HYPO34,MARK,EQD,Pharmaceuticals,HighRisk,GlobalExports,PrivateEquity,34
HYPO34,MARK,MGT,EnergyUtilities,EmergingMarkets,MiddleEast,PrivateEquity,25
HYPO34,MARK,FIC,Infrastructure,InnovationDriven,DigitalTransformation,GreenEnergy,75
HYPO34,MARK,EQD,MediaEntertainment,StableEarnings,R&DInvestments,GreenEnergy,67
HYPO34,MARK,MGT,MediaEntertainment,HighRisk,AsiaPacific,CommoditiesTrading,65
HYPO34,MARK,MGT,Infrastructure,LegacyProducts,Europe,RealEstateInvestments,90
HYPO34,MARK,FIC,Automotive,MarketLeader,Europe,CommoditiesTrading,40
HYPO34,MARK,MGT,ConsumerTech,StableEarnings,R&DInvestments,PrivateEquity,52
HYPO34,MARK,EQD,ConsumerTech,InnovationDriven,MiddleEast,VentureCapital,51
HYPO34,MARK,FIC,FinancialServices,MarketLeader,MiddleEast,EquityDerivatives,10
HYPO34,MARK,MGT,Automotive,MarketLeader,R&DInvestments,CommoditiesTrading,40
HYPO34,MARK,FIC,HealthcareSolutions,InnovationDriven,DigitalTransformation,AIandRobotics,2
HYPO34,MARK,CTY,IndustrialGoods,HighRisk,GlobalExports,GreenEnergy,38
HYPO34,MARK,FIC,EnergyUtilities,CashCow,GlobalExports,RealEstateInvestments,39
HYPO34,MARK,CTY,Pharmaceuticals,NicheProducts,Africa,RealEstateInvestments,48
HYPO34,MARK,FIC,IndustrialGoods,InnovationDriven,DigitalTransformation,CommoditiesTrading,72
HYPO34,MARK,MGT,Automotive,InnovationDriven,Europe,CommoditiesTrading,49
HYPO34,MARK,MGT,ConsumerTech,CashCow,R&DInvestments,FixedIncomeSecurities,86
HYPO34,MARK,FIC,EnergyUtilities,HighRisk,Africa,EquityDerivatives,76
HYPO34,MARK,CTY,EnergyUtilities,EmergingMarkets,Africa,AIandRobotics,14
HYPO34,MARK,MGT,Automotive,MarketLeader,AsiaPacific,PrivateEquity,49
HYPO34,MARK,FIC,Telecommunications,CashCow,Africa,AIandRobotics,62
HYPO34,MARK,EQD,ConsumerTech,EmergingMarkets,MiddleEast,EquityDerivatives,74
HYPO34,MARK,MGT,FinancialServices,InnovationDriven,MiddleEast,VentureCapital,77
HYPO34,MARK,CTY,Telecommunications,HighRisk,MiddleEast,RealEstateInvestments,21
HYPO34,MARK,FIC,Telecommunications,NicheProducts,NorthAmerica,RealEstateInvestments,28
HYPO34,MARK,CTY,Pharmaceuticals,MarketLeader,MiddleEast,Biotechnology,51
HYPO34,MARK,FIC,Infrastructure,LowRisk,NorthAmerica,ConsumerRetail,48
HYPO34,MARK,MGT,FinancialServices,HighRisk,GlobalExports,Biotechnology,58
HYPO34,MARK,EQD,HealthcareSolutions,NicheProducts,MiddleEast,FixedIncomeSecurities,55
HYPO34,MARK,FIC,Pharmaceuticals,HighGrowth,DigitalTransformation,ConsumerRetail,6
HYPO34,MARK,FIC,Infrastructure,LegacyProducts,GlobalExports,Biotechnology,23
HYPO34,MARK,FIC,ConsumerTech,HighGrowth,AsiaPacific,EquityDerivatives,57
HYPO34,MARK,MGT,Infrastructure,CashCow,AsiaPacific,ConsumerRetail,84
HYPO34,MARK,FIC,EnergyUtilities,MarketLeader,Africa,AIandRobotics,40
HYPO34,MARK,CTY,ConsumerTech,HighGrowth,Africa,FixedIncomeSecurities,86
HYPO34,MARK,FIC,IndustrialGoods,HighGrowth,GlobalExports,CommoditiesTrading,76
HYPO34,MARK,FIC,EnergyUtilities,NicheProducts,LatinAmerica,AIandRobotics,79
HYPO34,MARK,MGT,Automotive,HighRisk,SustainabilityInitiatives,CommoditiesTrading,66
HYPO34,MARK,CTY,Telecommunications,InnovationDriven,Africa,VentureCapital,78
HYPO34,MARK,EQD,Telecommunications,HighGrowth,AsiaPacific,ConsumerRetail,42
HYPO34,MARK,EQD,Automotive,MarketLeader,GlobalExports,RealEstateInvestments,15
HYPO34,MARK,MGT,Automotive,NicheProducts,R&DInvestments,ConsumerRetail,88
HYPO34,MARK,EQD,Automotive,NicheProducts,LatinAmerica,EquityDerivatives,91
HYPO34,MARK,EQD,HealthcareSolutions,CashCow,Europe,CommoditiesTrading,62
HYPO34,MARK,MGT,ConsumerTech,LegacyProducts,SustainabilityInitiatives,ConsumerRetail,72
HYPO34,MARK,EQD,EnergyUtilities,MarketLeader,DigitalTransformation,VentureCapital,17
HYPO34,MARK,CTY,Infrastructure,StableEarnings,LatinAmerica,VentureCapital,69
HYPO34,MARK,CTY,IndustrialGoods,HighRisk,MiddleEast,PrivateEquity,64
HYPO34,MARK,CTY,MediaEntertainment,CashCow,MiddleEast,VentureCapital,99
HYPO34,MARK,EQD,IndustrialGoods,CashCow,NorthAmerica,Biotechnology,18
HYPO34,MARK,EQD,Telecommunications,CashCow,Europe,GreenEnergy,15
HYPO34,MARK,FIC,FinancialServices,CashCow,Europe,AIandRobotics,64
HYPO34,MARK,CTY,MediaEntertainment,EmergingMarkets,MiddleEast,FixedIncomeSecurities,24
HYPO34,MARK,FIC,Automotive,LowRisk,GlobalExports,Biotechnology,34
HYPO34,MARK,CTY,Telecommunications,StableEarnings,GlobalExports,FixedIncomeSecurities,50
HYPO34,MARK,CTY,Automotive,LowRisk,Africa,Biotechnology,38
HYPO34,MARK,EQD,Automotive,EmergingMarkets,AsiaPacific,CommoditiesTrading,56
HYPO34,MARK,EQD,FinancialServices,StableEarnings,AsiaPacific,ConsumerRetail,39
HYPO34,MARK,CTY,Infrastructure,HighGrowth,DigitalTransformation,VentureCapital,41
HYPO34,MARK,EQD,MediaEntertainment,NicheProducts,AsiaPacific,Biotechnology,37
HYPO34,MARK,CTY,IndustrialGoods,MarketLeader,NorthAmerica,Biotechnology,41
HYPO34,MARK,EQD,Automotive,HighRisk,R&DInvestments,RealEstateInvestments,44
HYPO34,MARK,MGT,Telecommunications,MarketLeader,AsiaPacific,CommoditiesTrading,30
HYPO34,MARK,FIC,IndustrialGoods,NicheProducts,Africa,ConsumerRetail,30
HYPO34,MARK,MGT,Infrastructure,StableEarnings,R&DInvestments,EquityDerivatives,10
HYPO34,MARK,MGT,MediaEntertainment,LowRisk,LatinAmerica,CommoditiesTrading,8
HYPO34,MARK,FIC,FinancialServices,LegacyProducts,GlobalExports,ConsumerRetail,66
HYPO34,MARK,CTY,ConsumerTech,HighGrowth,MiddleEast,CommoditiesTrading,33
HYPO34,MARK,MGT,EnergyUtilities,HighGrowth,R&DInvestments,Biotechnology,84
HYPO34,MARK,CTY,ConsumerTech,LowRisk,R&DInvestments,FixedIncomeSecurities,38
HYPO34,MARK,EQD,ConsumerTech,MarketLeader,NorthAmerica,EquityDerivatives,23
HYPO34,MARK,EQD,IndustrialGoods,EmergingMarkets,GlobalExports,GreenEnergy,13
HYPO34,MARK,MGT,FinancialServices,LegacyProducts,LatinAmerica,Biotechnology,41
HYPO34,MARK,MGT,Infrastructure,HighRisk,Europe,RealEstateInvestments,75
HYPO34,MARK,CTY,IndustrialGoods,InnovationDriven,R&DInvestments,PrivateEquity,61
HYPO34,MARK,FIC,Pharmaceuticals,LegacyProducts,LatinAmerica,FixedIncomeSecurities,77
HYPO34,MARK,CTY,IndustrialGoods,EmergingMarkets,SustainabilityInitiatives,Biotechnology,90
HYPO34,MARK,CTY,Automotive,EmergingMarkets,LatinAmerica,AIandRobotics,58
HYPO34,MARK,MGT,IndustrialGoods,HighGrowth,MiddleEast,EquityDerivatives,61
HYPO34,MARK,EQD,Infrastructure,MarketLeader,AsiaPacific,PrivateEquity,1
HYPO34,MARK,EQD,HealthcareSolutions,StableEarnings,SustainabilityInitiatives,RealEstateInvestments,49
HYPO34,MARK,EQD,IndustrialGoods,EmergingMarkets,GlobalExports,Biotechnology,93
HYPO34,MARK,MGT,Automotive,InnovationDriven,AsiaPacific,RealEstateInvestments,67
HYPO34,MARK,CTY,Automotive,EmergingMarkets,AsiaPacific,GreenEnergy,61
HYPO34,MARK,MGT,Infrastructure,InnovationDriven,Africa,EquityDerivatives,93
HYPO34,MARK,CTY,Automotive,LowRisk,DigitalTransformation,PrivateEquity,64
HYPO34,MARK,FIC,Automotive,MarketLeader,LatinAmerica,RealEstateInvestments,14
HYPO34,MARK,MGT,EnergyUtilities,StableEarnings,DigitalTransformation,ConsumerRetail,16
HYPO34,MARK,CTY,Telecommunications,MarketLeader,GlobalExports,PrivateEquity,89
HYPO34,MARK,FIC,IndustrialGoods,MarketLeader,SustainabilityInitiatives,GreenEnergy,69
HYPO34,MARK,CTY,HealthcareSolutions,EmergingMarkets,Europe,AIandRobotics,50
HYPO34,MARK,FIC,IndustrialGoods,LowRisk,AsiaPacific,AIandRobotics,2
HYPO34,MARK,CTY,Pharmaceuticals,NicheProducts,MiddleEast,ConsumerRetail,76
HYPO34,MARK,EQD,FinancialServices,HighGrowth,SustainabilityInitiatives,ConsumerRetail,51
HYPO34,MARK,EQD,Pharmaceuticals,MarketLeader,Europe,ConsumerRetail,51
HYPO34,MARK,MGT,HealthcareSolutions,LegacyProducts,DigitalTransformation,EquityDerivatives,13
HYPO34,MARK,FIC,MediaEntertainment,HighRisk,LatinAmerica,GreenEnergy,52
HYPO34,MARK,FIC,IndustrialGoods,HighRisk,AsiaPacific,EquityDerivatives,91
HYPO34,MARK,MGT,Automotive,LegacyProducts,GlobalExports,FixedIncomeSecurities,95
HYPO34,MARK,FIC,EnergyUtilities,StableEarnings,SustainabilityInitiatives,VentureCapital,98
HYPO34,MARK,EQD,Automotive,StableEarnings,GlobalExports,GreenEnergy,76
HYPO34,MARK,CTY,Automotive,HighRisk,LatinAmerica,FixedIncomeSecurities,87
HYPO34,MARK,MGT,IndustrialGoods,EmergingMarkets,MiddleEast,VentureCapital,82
HYPO34,MARK,CTY,Telecommunications,StableEarnings,MiddleEast,AIandRobotics,87
HYPO34,MARK,MGT,Pharmaceuticals,CashCow,DigitalTransformation,EquityDerivatives,45
HYPO34,MARK,MGT,ConsumerTech,InnovationDriven,R&DInvestments,FixedIncomeSecurities,42
HYPO34,MARK,MGT,MediaEntertainment,LowRisk,LatinAmerica,RealEstateInvestments,44
HYPO34,MARK,EQD,IndustrialGoods,EmergingMarkets,LatinAmerica,EquityDerivatives,49
HYPO34,MARK,FIC,HealthcareSolutions,HighGrowth,LatinAmerica,EquityDerivatives,71
HYPO34,MARK,MGT,MediaEntertainment,CashCow,MiddleEast,PrivateEquity,25
HYPO34,MARK,CTY,MediaEntertainment,EmergingMarkets,DigitalTransformation,RealEstateInvestments,18
HYPO34,MARK,MGT,Telecommunications,EmergingMarkets,R&DInvestments,FixedIncomeSecurities,56
HYPO34,MARK,MGT,EnergyUtilities,HighGrowth,AsiaPacific,Biotechnology,36
HYPO34,MARK,MGT,Automotive,LegacyProducts,LatinAmerica,PrivateEquity,7
HYPO34,MARK,EQD,EnergyUtilities,EmergingMarkets,SustainabilityInitiatives,FixedIncomeSecurities,94
HYPO34,MARK,EQD,Automotive,HighRisk,DigitalTransformation,ConsumerRetail,49
HYPO34,MARK,MGT,FinancialServices,CashCow,SustainabilityInitiatives,FixedIncomeSecurities,88
HYPO34,MARK,FIC,IndustrialGoods,InnovationDriven,AsiaPacific,Biotechnology,96
HYPO34,MARK,FIC,MediaEntertainment,HighGrowth,Africa,VentureCapital,56
HYPO34,MARK,MGT,MediaEntertainment,MarketLeader,R&DInvestments,CommoditiesTrading,71
HYPO34,MARK,FIC,EnergyUtilities,InnovationDriven,AsiaPacific,VentureCapital,34
HYPO34,MARK,CTY,Automotive,StableEarnings,NorthAmerica,FixedIncomeSecurities,33
HYPO34,MARK,CTY,Pharmaceuticals,HighGrowth,R&DInvestments,EquityDerivatives,50
HYPO34,MARK,FIC,IndustrialGoods,HighGrowth,DigitalTransformation,EquityDerivatives,55
HYPO34,MARK,EQD,IndustrialGoods,LowRisk,AsiaPacific,VentureCapital,82
HYPO34,MARK,CTY,Telecommunications,StableEarnings,LatinAmerica,PrivateEquity,16
HYPO34,MARK,MGT,Automotive,LowRisk,GlobalExports,RealEstateInvestments,93
HYPO34,MARK,MGT,EnergyUtilities,NicheProducts,LatinAmerica,FixedIncomeSecurities,87
HYPO34,MARK,MGT,MediaEntertainment,LegacyProducts,Europe,VentureCapital,10
HYPO34,MARK,MGT,ConsumerTech,NicheProducts,AsiaPacific,Biotechnology,66
HYPO34,MARK,MGT,Telecommunications,HighRisk,DigitalTransformation,PrivateEquity,61
HYPO34,MARK,CTY,Pharmaceuticals,InnovationDriven,R&DInvestments,Biotechnology,18
HYPO34,MARK,EQD,MediaEntertainment,LowRisk,AsiaPacific,Biotechnology,58
HYPO34,MARK,MGT,IndustrialGoods,HighGrowth,Africa,AIandRobotics,75
HYPO34,MARK,MGT,ConsumerTech,EmergingMarkets,Africa,ConsumerRetail,56
HYPO34,MARK,CTY,MediaEntertainment,MarketLeader,AsiaPacific,ConsumerRetail,85
HYPO34,MARK,CTY,Pharmaceuticals,HighRisk,Africa,PrivateEquity,63
HYPO34,MARK,FIC,Pharmaceuticals,NicheProducts,LatinAmerica,Biotechnology,92
HYPO34,MARK,FIC,Infrastructure,CashCow,GlobalExports,CommoditiesTrading,77
HYPO34,MARK,CTY,Pharmaceuticals,LegacyProducts,SustainabilityInitiatives,Biotechnology,46
HYPO34,MARK,CTY,HealthcareSolutions,HighRisk,Africa,FixedIncomeSecurities,3
HYPO34,MARK,MGT,ConsumerTech,HighGrowth,Africa,FixedIncomeSecurities,88
HYPO34,MARK,CTY,FinancialServices,MarketLeader,Europe,RealEstateInvestments,73
HYPO34,MARK,MGT,HealthcareSolutions,NicheProducts,NorthAmerica,Biotechnology,69
HYPO34,MARK,MGT,IndustrialGoods,StableEarnings,NorthAmerica,AIandRobotics,52
HYPO34,MARK,FIC,Pharmaceuticals,LowRisk,LatinAmerica,PrivateEquity,37
HYPO34,MARK,MGT,ConsumerTech,LegacyProducts,AsiaPacific,AIandRobotics,35
HYPO34,MARK,MGT,HealthcareSolutions,NicheProducts,R&DInvestments,RealEstateInvestments,40
HYPO34,MARK,FIC,FinancialServices,LowRisk,LatinAmerica,PrivateEquity,30
HYPO34,MARK,MGT,IndustrialGoods,CashCow,R&DInvestments,VentureCapital,70
HYPO34,MARK,FIC,EnergyUtilities,HighRisk,R&DInvestments,GreenEnergy,66
HYPO34,MARK,CTY,MediaEntertainment,HighGrowth,LatinAmerica,ConsumerRetail,2
HYPO34,MARK,CTY,IndustrialGoods,LowRisk,R&DInvestments,Biotechnology,14
HYPO34,MARK,FIC,Telecommunications,EmergingMarkets,Africa,PrivateEquity,94
HYPO34,MARK,MGT,HealthcareSolutions,HighRisk,DigitalTransformation,EquityDerivatives,17
HYPO34,MARK,FIC,Pharmaceuticals,CashCow,NorthAmerica,VentureCapital,83
HYPO34,MARK,MGT,Infrastructure,HighRisk,Europe,FixedIncomeSecurities,83
HYPO34,MARK,EQD,Pharmaceuticals,NicheProducts,MiddleEast,ConsumerRetail,88
HYPO34,MARK,CTY,FinancialServices,NicheProducts,DigitalTransformation,PrivateEquity,31
HYPO34,MARK,MGT,Infrastructure,LowRisk,GlobalExports,CommoditiesTrading,98
HYPO34,MARK,MGT,Automotive,HighGrowth,LatinAmerica,ConsumerRetail,32
HYPO34,MARK,FIC,HealthcareSolutions,InnovationDriven,GlobalExports,RealEstateInvestments,16
HYPO34,MARK,CTY,HealthcareSolutions,LegacyProducts,DigitalTransformation,EquityDerivatives,15
HYPO34,MARK,EQD,Automotive,LowRisk,NorthAmerica,AIandRobotics,48
HYPO34,MARK,CTY,MediaEntertainment,LegacyProducts,NorthAmerica,ConsumerRetail,69
HYPO34,MARK,CTY,Telecommunications,LowRisk,MiddleEast,RealEstateInvestments,79
HYPO34,MARK,MGT,MediaEntertainment,NicheProducts,NorthAmerica,GreenEnergy,35
HYPO34,MARK,EQD,FinancialServices,NicheProducts,DigitalTransformation,FixedIncomeSecurities,28
HYPO34,MARK,MGT,EnergyUtilities,MarketLeader,MiddleEast,VentureCapital,11
HYPO34,MARK,EQD,HealthcareSolutions,InnovationDriven,GlobalExports,GreenEnergy,15
HYPO34,MARK,MGT,Telecommunications,CashCow,R&DInvestments,FixedIncomeSecurities,64
HYPO34,MARK,CTY,HealthcareSolutions,EmergingMarkets,SustainabilityInitiatives,AIandRobotics,37
HYPO34,MARK,MGT,HealthcareSolutions,NicheProducts,LatinAmerica,PrivateEquity,60
HYPO34,MARK,FIC,MediaEntertainment,EmergingMarkets,DigitalTransformation,AIandRobotics,2
HYPO34,MARK,CTY,MediaEntertainment,HighGrowth,AsiaPacific,RealEstateInvestments,21
